behavior_id,user_id,movie_id,action_type,timestamp,device_type,duration_sec
532f3594-1a8d-46ed-9d59-948c5568622d,user_a98c1474,tt0075148,disliked,2024-09-30T18:37:02,mobile,24
c20eafc3-48ff-4551-9519-e9dcd8b1e18c,user_8377aedb,tt0083658,disliked,2024-01-16T15:30:49,mobile,24
3618,user_373ba695,tt0363771,watched,2023-07-05T18:00:01,mobile,1388
5cb3fca4-40c8-4617-b6b9-2ab13ff26ee7,user_751f0d15,tt5463162,liked,2024-01-25T21:38:55,web,18
6a295a5c-f836-40cf-bd2d-7153441e9066,user_5bacf7f4,tt8772262,disliked,2025-04-01T06:16:46,TV,8
603,user_eb6d6ef3,tt1201607,watched,2024-04-03T06:55:45,mobile,5253
3564,user_e8630d97,tt0086879,watched,2024-12-07T05:30:30,web,5876
1066aa22-1569-44cb-b9df-62e6c9217206,user_0b91efdc,tt0120915,clicked,2023-07-04T15:24:58,TV,13
1529,user_c993f17d,tt0421715,watched,2024-02-28T17:03:23,web,5533
119,user_8377aedb,tt0172495,watched,2024-06-30T09:33:51,web,564
586a2816-886b-4f55-940a-1f3fa68b8fe7,user_e8630d97,tt0405094,disliked,2024-07-15T12:33:51,web,13
72dc72ea-c72b-4a09-9a28-65252571741e,user_540cb105,tt0401792,liked,2024-01-23T00:40:00,mobile,29
e8373d96-59bc-4b87-92ac-6751c6f5dd80,user_a394e6df,tt1605783,clicked,2024-01-17T19:21:33,mobile,16
2209,user_6e04d8d9,tt0454921,watched,2023-11-30T12:30:50,web,4828
1375,user_a44eba37,tt1951264,watched,2023-09-17T06:24:42,mobile,5142
b39b4af8-7a7c-4553-923b-fe3eb2308d2f,user_2235e665,tt0926084,liked,2024-03-12T05:52:03,TV,24
72023efc-ebbd-4e1e-81dc-7757c228854b,user_e8630d97,tt0449059,paused,2024-04-22T23:00:52,web,15
9c16a6b7-3738-419c-a8b8-05735e2ba75e,user_8cc1b678,tt1229238,paused,2025-06-27T13:39:56,TV,16
f9a88f3f-9904-4944-b65b-edba1a26c1f3,user_2f39413c,tt1483013,liked,2025-01-25T03:16:09,web,11
2837,user_aebf7c47,tt1408101,watched,2024-12-13T14:38:10,web,1384
539b8069-7c6a-4a7f-bed5-7cef99436997,user_8377aedb,tt0121765,clicked,2024-06-08T00:28:06,mobile,7
c9a026be-c3b0-4cd9-bf68-cb398ba85799,user_fcf8186f,tt1637725,liked,2023-07-09T21:00:16,mobile,6
1380,user_70e93c27,tt0316654,watched,2024-12-12T13:05:59,mobile,340
b4f14a4e-daa1-4873-bcf8-ca333469ab95,user_7c4e754f,tt0066921,clicked,2025-06-28T17:22:17,TV,12
1a9eabb4-ca4d-4411-a0b8-86e37a59e896,user_1997d96a,tt0387564,shared,2024-11-03T17:46:42,web,23
2337,user_5b71ba3b,tt1659337,watched,2023-10-10T17:07:04,mobile,4322
75e83c03-32ef-4bcc-a69e-a821f360aaa3,user_5935b6f1,tt0361862,shared,2023-12-14T00:19:04,mobile,16
ea992eee-b1ec-42a0-bb64-26d3ac9570c3,user_89a0dd31,tt0335266,paused,2025-04-08T04:07:25,web,30
8d503103-290d-47f3-8138-20ba2957559f,user_70e93c27,tt0118715,shared,2024-02-07T21:23:54,web,1
0f049b76-5bf6-4edb-ad42-6bfcc3700eb5,user_a7a9afdd,tt0330373,paused,2023-09-28T20:34:59,web,7
3fbcd3ac-05ec-423e-a1c7-f2c8625cc992,user_c67a35a0,tt2194499,disliked,2024-09-14T06:06:22,TV,13
2666,user_64d431b3,tt0398286,watched,2025-05-07T13:53:31,mobile,4441
3a7e0706-5ddb-4c2c-85f5-38182af5745b,user_a394e6df,tt1745960,clicked,2025-01-18T02:37:38,TV,12
255aafa7-d0ac-4a04-9353-ae7595dc29f7,user_19ead7ee,tt0443453,disliked,2023-08-03T16:06:15,web,21
d4c3f048-a5ca-48bd-a0b4-0cd98d3ba592,user_0fcb63da,tt10648342,shared,2024-01-23T22:14:26,mobile,30
3916,user_8cc1b678,tt0120912,watched,2023-11-14T23:47:26,mobile,3446
0c30ae97-6802-47f5-85cd-8ab1ffecedb8,user_5935b6f1,tt1727824,shared,2024-09-05T16:09:49,TV,25
2847,user_0230cd16,tt0458352,watched,2024-03-10T12:49:53,TV,904
03ee4127-584b-41e0-9442-f63b3b109b5d,user_90ecf8fe,tt1099212,liked,2024-09-17T21:50:36,mobile,27
1624,user_fa18160d,tt1798709,watched,2025-02-18T22:31:12,web,3392
ddaa0335-2b93-4cf2-b814-18b7dac3c727,user_cd6069a6,tt0418279,disliked,2025-04-12T11:47:28,web,26
5d4b9e10-942a-4d4a-b85c-c14454b264d7,user_e8630d97,tt0075148,paused,2024-09-20T06:25:26,TV,18
2518,user_d02e5d6f,tt0268380,watched,2025-04-28T15:20:58,mobile,4096
888,user_8377aedb,tt3498820,watched,2024-12-17T15:51:12,web,7083
8e55ff6c-f52e-4f5b-abb4-9b380abf091d,user_ab3177f6,tt1345836,shared,2023-08-03T12:37:06,web,3
1161,user_a44eba37,tt3896198,watched,2024-07-25T21:55:27,TV,1583
25953b63-f9b4-46c5-8d72-d2f8ee1eb24b,user_58118477,tt0073486,liked,2024-09-30T16:07:18,mobile,11
4cabf016-a22d-4cb2-a74c-14bd3ae21af2,user_77839a05,tt0180093,liked,2024-01-04T09:32:10,TV,11
26272f1e-767d-4ef0-a10d-0affde0b0f9a,user_70e93c27,tt1300854,clicked,2025-01-18T08:33:15,mobile,26
d378ba00-803a-4d79-889d-7572526732a1,user_90ecf8fe,tt1024648,shared,2023-07-20T15:26:27,web,30
2d258a30-4aa3-44ca-b88f-e7a1b05acbcd,user_0796c9f1,tt0162222,disliked,2023-09-01T22:02:22,mobile,29
2773,user_2d7135f2,tt0335266,watched,2024-01-01T15:08:05,mobile,2978
2409,user_8b000600,tt0458525,watched,2024-12-24T17:53:19,web,4484
ece92f26-0d2e-430b-aca3-124b8eaca366,user_86f18b94,tt0162661,shared,2024-02-11T18:21:58,mobile,11
e8c3c857-032d-46d5-ac42-c91313a721fd,user_64d431b3,tt0120689,shared,2024-12-07T01:35:15,web,6
bb5d1ebb-70dd-477c-b105-f2c27531f958,user_bc0d15f8,tt9376612,paused,2023-08-27T19:56:46,web,21
1442,user_86f18b94,tt1136608,watched,2024-09-01T21:12:02,mobile,1305
d68f2545-6e95-4a30-abeb-912833077484,user_a5530e97,tt1259521,clicked,2024-03-20T17:40:46,mobile,14
6abc6e12-fdd9-47b7-944d-84ab2ed84969,user_e0cdbbd6,tt1211837,disliked,2025-02-02T21:52:06,mobile,8
7a885a2a-cb0f-4d55-8267-793bbe98eadb,user_8b000600,tt0268978,disliked,2024-07-15T04:18:54,TV,9
e66b61d1-66ab-42e4-b3e7-f5c50fe217c2,user_42c9ec2d,tt0234215,liked,2024-03-31T15:59:41,mobile,28
202,user_56d5ec49,tt0407887,watched,2025-04-19T23:20:46,mobile,501
1720,user_5935b6f1,tt0454876,watched,2025-06-02T23:37:41,web,1558
aeee35d3-0332-4b3a-8ea3-a783b7dfe2d1,user_13c8959b,tt1677720,paused,2024-10-25T02:44:48,mobile,9
2387,user_fdff10ee,tt0242653,watched,2025-02-06T05:19:36,mobile,5479
a62aef61-1db6-4a7f-b29f-ce6028668daf,user_9b551356,tt0945513,paused,2025-03-26T22:18:53,TV,23
de37118e-96f2-4dd3-97a8-dbe656abeaaa,user_0230cd16,tt0450259,liked,2023-11-03T12:10:26,mobile,26
fb30d2dd-fb24-4dc5-896b-36df825f91b3,user_0b761540,tt0304141,clicked,2025-03-15T12:03:13,web,4
1192,user_17b70d84,tt2911666,watched,2024-07-29T19:06:15,web,5610
5323fc91-2d81-4275-b256-5d332e72bba9,user_77839a05,tt9032400,liked,2024-12-28T19:11:07,web,21
2647,user_96aacd7f,tt3183660,watched,2025-06-10T18:03:08,web,4205
1121,user_c67a35a0,tt0211915,watched,2023-09-14T14:51:31,TV,826
3aca7c1f-8c28-41a4-8b79-b2d69722219c,user_2235e665,tt0080684,clicked,2024-01-10T13:05:33,web,27
1404,user_70e93c27,tt0078788,watched,2023-09-19T05:34:29,mobile,6015
b3a45ec7-f709-48dc-aeba-989d5cc3b31d,user_f69fd4d6,tt1318514,liked,2025-02-07T12:06:50,web,11
2929,user_751f0d15,tt0289043,watched,2023-12-21T23:34:54,mobile,6851
589cf0ec-0b09-4391-a563-3294b58a4ca2,user_e8630d97,tt1232829,disliked,2024-08-23T21:49:32,web,15
1d816b1f-89b3-4e30-9be9-cdf7b4e27e1e,user_cd6069a6,tt0364569,clicked,2024-07-08T03:19:42,mobile,21
3753,user_0b761540,tt0104431,watched,2023-08-16T03:58:04,mobile,6403
1243,user_65f945ff,tt5013056,watched,2024-06-16T23:03:37,web,692
00c13619-9d35-4f0a-8049-53fe27255920,user_d02e5d6f,tt15239678,disliked,2025-02-04T02:21:50,TV,20
e3c43a5d-c025-407e-85e5-648ea156399e,user_0882a54e,tt9362722,clicked,2025-02-06T03:27:36,TV,30
69f166e9-6bb4-499f-a7e4-3785d4f7bd45,user_19ead7ee,tt0266697,disliked,2025-05-14T22:37:57,mobile,7
2400,user_2eddca63,tt2872732,watched,2024-09-25T13:02:00,TV,4629
e9e9a19c-4191-4f18-b16e-c751e52324b2,user_2385ca45,tt0087469,disliked,2024-06-25T13:43:01,TV,17
1c318c88-8561-4c34-9c3f-685d4a59ae60,user_3ff68a84,tt0120915,clicked,2024-09-02T01:27:10,mobile,4
ac4c9ba3-0b8c-456a-b103-5aa61f7cc598,user_cd6069a6,tt2015381,shared,2024-07-12T05:36:46,web,14
4144,user_751f0d15,tt0162661,watched,2024-07-02T06:28:50,TV,5875
438debef-3962-43fb-9606-406e9045986e,user_bc0d15f8,tt0405159,disliked,2024-07-27T02:50:03,mobile,10
0dbaf32b-e6d6-4c6d-b791-e23a4d8dff1e,user_d0cf19fe,tt0942385,clicked,2023-12-22T18:27:01,mobile,21
3804,user_c4161c23,tt0079470,watched,2024-03-07T20:08:25,mobile,2677
a8c080b4-901c-44e4-b24b-97379d31399c,user_738b6473,tt0458525,liked,2024-06-14T13:42:20,TV,27
5d254835-4001-4fe6-80ce-49e8c2732778,user_f987098a,tt5463162,disliked,2025-05-27T09:13:45,web,22
43,user_540cb105,tt0816692,watched,2024-12-09T20:49:49,mobile,3179
3552,user_56d5ec49,tt8772262,watched,2024-01-18T08:54:48,TV,1447
65bb5ed6-8c4a-446e-be02-59fa3f05647f,user_aebf7c47,tt0367594,disliked,2024-02-03T00:58:38,mobile,20
c6dd8dd3-013b-4ee3-8c61-9e98a943af58,user_c818bd1e,tt0360717,clicked,2023-11-17T18:37:39,mobile,28
3689,user_a394e6df,tt6334354,watched,2023-12-18T10:39:41,web,6009
3408973b-7d2f-4338-a8c9-28c47c92ab91,user_b784bbe8,tt1211837,shared,2025-02-15T15:35:15,TV,11
48bcadb3-c04a-43ac-ba9b-34871a26f9d9,user_8b000600,tt0347149,disliked,2024-08-26T13:56:03,mobile,11
e9661a0e-a05d-41bd-805e-d2eeca3e6dda,user_19ead7ee,tt1276104,disliked,2024-12-02T20:19:07,web,13
1975,user_17b70d84,tt0120735,watched,2023-09-17T17:27:08,web,2412
31a41198-9c03-4440-a591-79fcaf160411,user_d041d598,tt6264654,disliked,2023-07-19T14:40:30,web,21
2659,user_a394e6df,tt0398286,watched,2024-07-04T01:05:53,mobile,5169
23f2debc-61d2-4e1d-a75c-ffef6a93883e,user_9b551356,tt0145487,clicked,2024-08-15T07:13:00,mobile,3
eded2c2f-f1b9-4c36-994b-a4ff9cf4d022,user_c67a35a0,tt0121765,clicked,2025-02-25T06:44:06,web,13
d0971e2b-9945-4ffe-ada7-96b153828750,user_6b388927,tt1723121,clicked,2024-11-15T17:31:11,TV,26
57ae3294-1d95-4824-9678-23392a170da8,user_2ab7ecee,tt1259521,disliked,2025-04-09T14:38:19,TV,1
7cc40625-83d1-4ccb-9754-e9837903ca75,user_8cc1b678,tt0240772,paused,2025-03-07T19:35:50,mobile,12
f1702b21-ea06-4b9e-b9f1-644b877c10fe,user_17b70d84,tt1201607,shared,2024-10-14T21:00:05,mobile,8
8b6604a9-85dd-455f-ab5d-18c9bc288886,user_96aacd7f,tt0110413,paused,2023-11-24T01:16:20,web,23
a6dec3af-4f96-4aa3-abaa-1cb5ef941cc7,user_0b761540,tt1535109,shared,2025-02-04T21:59:09,mobile,24
758,user_c16f8e07,tt0245429,watched,2024-12-10T21:06:35,web,6575
4571e192-e29c-4c37-90d8-9146c7d3ecd0,user_96aacd7f,tt0363771,disliked,2023-09-30T18:43:41,mobile,12
2933,user_e8630d97,tt1515091,watched,2023-08-04T19:19:12,web,2336
3328,user_cb6f953e,tt1217209,watched,2024-05-30T23:44:10,web,3207
830,user_3ff68a84,tt0120915,watched,2024-09-02T01:23:34,mobile,6340
d3377f68-178b-4764-af7e-faeec1f9b131,user_ced3b2a0,tt0120689,disliked,2024-10-08T10:02:27,mobile,13
ebcc5cc4-431d-41c0-a81d-ef32f7865ba2,user_1154ad2d,tt1454029,liked,2023-08-02T21:46:35,web,28
1063,user_c16f8e07,tt0378194,watched,2024-07-21T07:06:48,mobile,844
c3f318ee-f5a1-4978-b48f-5b1683863a1b,user_940c6b75,tt0246578,disliked,2025-06-16T18:41:19,web,4
2f8223c8-8228-4edc-a8b1-13b148c4091b,user_90ecf8fe,tt0139654,disliked,2023-07-17T19:14:47,web,29
2932,user_1d145964,tt0101414,watched,2025-03-12T19:13:55,TV,3790
4bc450e5-6f5b-4f6e-8c5a-08834f15b316,user_a44eba37,tt3896198,liked,2024-07-25T21:54:18,TV,10
5b883be3-22c2-4f70-90ba-a107ba7a265a,user_994a3467,tt0109686,disliked,2024-03-05T20:24:22,TV,25
2356,user_bc0d15f8,tt0945513,watched,2023-10-18T05:55:18,mobile,6407
2240,user_a44eba37,tt1318514,watched,2024-08-12T03:02:07,mobile,4176
381f3a9e-7f4e-4b49-9c76-0d697c1c2665,user_f69fd4d6,tt11286314,liked,2024-03-29T18:21:22,web,28
1879,user_90ecf8fe,tt1396484,watched,2024-01-28T15:16:20,web,5504
695,user_0b761540,tt0180093,watched,2024-12-07T00:43:11,TV,4943
2117,user_96aacd7f,tt6320628,watched,2024-12-19T12:23:32,TV,6491
ced99ab7-6319-4237-9f38-ccda15b619a3,user_e8630d97,tt1045658,clicked,2024-12-17T23:17:32,TV,1
2d040f5a-ce32-43df-a92e-4e6ac9d2507f,user_0796c9f1,tt0097576,shared,2024-10-01T10:17:49,mobile,13
8516ddef-810f-4c51-a076-b8c4b3264a6e,user_499fa2da,tt9032400,paused,2023-09-02T10:27:59,web,30
8c161a00-a385-4295-b026-8da0f2facdda,user_19ead7ee,tt0790636,clicked,2024-03-19T04:01:32,mobile,18
2899f381-366e-4e5a-8f79-ac151220fe77,user_2eddca63,tt0367594,paused,2024-04-11T01:02:42,web,22
2b4a6808-e74a-4366-84d8-46b522f32cfd,user_8be6b0ed,tt0088763,shared,2024-11-17T03:50:26,mobile,11
2577,user_fdff10ee,tt0790636,watched,2023-09-28T17:37:37,TV,1996
0578b060-55aa-4d8f-9795-f86a9e1996a6,user_c4161c23,tt1453405,paused,2023-12-07T09:33:40,TV,30
74c8ea0f-533c-4de1-9dbc-de6f93d4c97c,user_c4161c23,tt0167404,paused,2024-10-31T22:45:53,TV,8
281,user_54041c2d,tt4154796,watched,2024-07-22T04:47:17,web,2392
9482bf60-3f23-40cd-babb-0548944072a3,user_aebf7c47,tt1408101,shared,2024-12-13T14:42:24,web,20
d079518c-1c96-49b7-893e-a16acf413a62,user_d0cf19fe,tt0105695,disliked,2025-03-31T21:14:00,mobile,13
144,user_c67a35a0,tt0372784,watched,2024-01-24T22:32:42,web,2496
1c530172-f032-439e-beba-8e358c16eb40,user_19ead7ee,tt3783958,shared,2025-04-27T16:45:42,mobile,28
3944,user_d02e5d6f,tt2582846,watched,2023-12-24T16:31:45,TV,6598
2608,user_540cb105,tt2245084,watched,2023-11-20T08:14:00,mobile,3627
bb101f3d-5aeb-4e3d-9182-bc89ece9b035,user_0b761540,tt5052448,disliked,2024-10-26T14:13:34,mobile,13
4081,user_15bef7a8,tt0094721,watched,2024-06-30T08:14:34,web,6251
d9a4e7ce-4e62-4e76-9ecf-e8b0841260c3,user_c16f8e07,tt0113277,clicked,2024-05-10T16:52:25,TV,2
154e635f-4a67-4305-bf34-1ee9693773bf,user_0796c9f1,tt0407304,shared,2024-01-01T05:09:54,mobile,16
4208,user_2eddca63,tt0113497,watched,2023-09-02T10:10:34,mobile,7110
27,user_a5530e97,tt0137523,watched,2024-03-19T16:42:41,mobile,5613
f8157ad8-9496-4b18-b878-bb6c783f941a,user_c16f8e07,tt1800241,paused,2025-06-11T06:28:02,mobile,5
b1c4d641-9fb0-4876-856f-ea4d6944d7e5,user_15bef7a8,tt2948372,liked,2023-09-05T19:40:38,mobile,13
2480,user_89a0dd31,tt0800080,watched,2024-09-15T03:57:34,TV,1463
1d1edd75-de8f-4b46-a388-760ef4bab3b7,user_2d7135f2,tt1690953,liked,2025-06-17T18:34:19,web,10
1881,user_c4161c23,tt1396484,watched,2024-12-04T04:48:28,mobile,840
1443,user_373ba695,tt4633694,watched,2024-10-22T08:13:26,web,469
153,user_1d145964,tt0102926,watched,2024-03-07T18:22:10,mobile,659
3696,user_d02e5d6f,tt1060277,watched,2024-12-03T14:54:42,web,4947
3338,user_2eddca63,tt9362722,watched,2024-12-23T00:17:06,TV,5518
1348,user_19ead7ee,tt0478970,watched,2023-10-12T00:05:22,TV,4876
210bb96c-1b8f-44c8-9066-3c9de5d4acda,user_c16f8e07,tt6334354,clicked,2023-12-31T01:39:12,TV,8
7dc0ffef-a4eb-4669-9b53-3d6efb14559b,user_17b70d84,tt1663202,disliked,2024-08-15T19:58:54,TV,30
809,user_58118477,tt0903624,watched,2025-01-05T06:33:20,mobile,5695
3e3abf7b-3655-451d-b1e0-1a289335d73d,user_5a9afe40,tt0114709,liked,2024-05-20T05:23:34,mobile,20
924,user_8b000600,tt0246578,watched,2024-07-03T04:35:54,web,6225
d54d5549-36d2-419f-a3c4-c19fc47be649,user_0b761540,tt0120755,liked,2025-03-25T23:28:23,mobile,10
e7380625-bd1a-40a0-be2e-a0da640e17a3,user_89a0dd31,tt0119094,paused,2023-11-15T16:32:18,web,10
84,user_f69fd4d6,tt0114369,watched,2024-12-18T10:56:06,web,2827
5b32c35f-f38d-4017-a26b-882f4a91d0a2,user_17b70d84,tt0449088,shared,2025-03-15T03:00:25,TV,29
c8cadaae-e90f-4045-bbfe-589e7745e594,user_1d145964,tt1800241,shared,2023-09-12T11:10:22,mobile,6
2c5d018e-ab9d-4690-83d2-805d1b5dbb84,user_0b761540,tt0104431,clicked,2023-08-16T03:56:40,mobile,10
1099,user_fa18160d,tt2543164,watched,2024-02-11T13:39:10,TV,5804
783,user_58118477,tt7131622,watched,2025-02-02T20:21:25,TV,7047
3291,user_0b761540,tt0092005,watched,2024-06-20T20:22:59,web,1512
f939a80a-6b7d-4bfe-984d-c16062e63772,user_fcf8186f,tt1843866,clicked,2024-10-19T05:58:25,TV,10
7412aeba-4467-4c49-91f8-2f88e7c2e75c,user_13c8959b,tt1245492,clicked,2024-03-23T06:00:58,TV,27
f1eaf64d-855d-456f-a260-b55f8012173b,user_c4161c23,tt0482571,liked,2025-01-31T16:54:08,TV,30
02b6f026-9b71-4737-a695-1326a5ac5c01,user_c504aa54,tt1499658,paused,2024-06-19T03:02:09,TV,7
1357,user_fad8c093,tt1074638,watched,2024-03-21T03:19:40,TV,3592
2b4ffe04-aa00-41cc-a09a-7724ba8dd800,user_a98c1474,tt0116629,clicked,2025-05-15T04:48:39,TV,5
1adadbc2-f58b-4229-b09a-dee98f3c35cc,user_77839a05,tt1677720,disliked,2024-01-17T20:18:20,mobile,28
1943dab4-2906-4ff6-8153-11f3f0c7d481,user_89a0dd31,tt12361974,paused,2025-04-06T12:04:50,TV,14
2407,user_8377aedb,tt1411697,watched,2023-11-22T17:27:27,TV,5857
92543ea3-65a3-48cd-8067-718e0fbd4919,user_738b6473,tt0111161,clicked,2024-11-05T08:07:59,TV,16
26124c6f-4330-4e99-9137-6728a48d6ab9,user_946201e1,tt0121766,clicked,2025-04-15T18:13:12,web,9
1554,user_0fcb63da,tt1504320,watched,2025-04-16T01:41:29,TV,6632
2cfe68d6-1184-40fe-9e11-8c2d00fc5c23,user_994a3467,tt0230600,paused,2023-08-01T21:34:47,TV,9
1295,user_17b70d84,tt2250912,watched,2025-02-02T10:40:50,TV,6666
d86f7c6f-4eb3-415e-9904-0934771d3f99,user_cd6069a6,tt3783958,disliked,2024-03-07T07:19:19,web,20
3810,user_6b388927,tt0405094,watched,2024-02-15T13:10:42,TV,1313
5814bee8-a1d1-4581-bb82-044c4c050805,user_a5530e97,tt0290334,shared,2024-05-31T23:19:37,web,22
26f711e1-b9db-4d83-8bc5-3c517f796410,user_fcf8186f,tt1430132,shared,2023-08-22T02:12:48,web,29
56329024-32f1-48d9-a9eb-e7ee5a64e58e,user_89a0dd31,tt0371746,clicked,2025-02-03T21:40:18,web,11
b6d92799-8e52-4491-ba79-db87d585f679,user_ced3b2a0,tt0945513,disliked,2025-03-31T18:32:04,web,7
e7d7102e-8714-4a2e-b7cf-bd24ee9186c5,user_fa7bb13d,tt0942385,paused,2024-03-24T00:34:27,TV,15
2671,user_cd6069a6,tt0398286,watched,2024-06-29T02:16:54,TV,4383
53112c42-5bbe-4cd2-ba0a-bf6834d03648,user_2235e665,tt2194499,liked,2024-01-30T00:43:50,TV,20
6bfd68af-82f5-4a73-88cf-267a0c11de16,user_0fcb63da,tt0369339,shared,2023-09-23T00:06:01,mobile,27
841,user_fad8c093,tt1010048,watched,2023-09-26T18:41:53,web,3108
4cefebc3-3ec5-4612-bd7e-60d489f3d21c,user_0230cd16,tt0418279,paused,2025-04-06T02:09:25,TV,4
b81c6601-b67a-451e-8982-17f45325676b,user_96aacd7f,tt1853728,clicked,2023-09-27T18:43:35,web,8
1a0801eb-d11b-48b2-a4bf-ecc147a6e880,user_1d145964,tt0103064,clicked,2024-04-29T08:53:50,mobile,13
2996,user_0fcb63da,tt0405422,watched,2024-07-05T21:09:03,web,1964
446ef034-4286-4698-be5d-65edce48f699,user_15bef7a8,tt0936501,liked,2024-08-10T15:25:49,web,24
244c26f5-4eae-4468-9100-fa7235b921c1,user_fa7bb13d,tt0454921,shared,2025-03-14T22:35:35,TV,2
865,user_fdff10ee,tt0118715,watched,2023-09-30T19:40:54,TV,360
2173,user_8cc1b678,tt0258463,watched,2024-09-30T13:01:34,TV,3655
ab19585b-01a3-42b1-915f-e2d6fee7c6d3,user_fdff10ee,tt1355644,disliked,2023-08-31T02:39:27,TV,5
df6bc925-8736-45b2-871e-ae5e751d5b53,user_940c6b75,tt0080684,clicked,2024-11-10T14:00:40,mobile,19
2782787f-4583-4025-b8be-fc2ce7a1f000,user_fa7bb13d,tt1877830,liked,2023-10-09T12:55:19,mobile,26
c25baca6-123e-4bd4-842d-96707c1f389c,user_eb6d6ef3,tt0451279,disliked,2023-08-12T22:46:55,TV,14
e4696b65-05df-4dc1-975d-56636dae202b,user_04bb774b,tt1010048,shared,2023-11-29T17:13:37,TV,8
1424,user_e0cdbbd6,tt0780504,watched,2023-10-27T00:03:03,TV,4457
363e966c-72cb-4230-b27a-1441694e24ea,user_aebf7c47,tt2294629,paused,2024-01-05T11:28:55,web,5
532,user_940c6b75,tt0167404,watched,2023-12-15T02:39:18,TV,1386
1761,user_a44eba37,tt0120903,watched,2024-04-24T15:20:35,web,6466
4b8bdb5f-f40e-411b-a772-cf0355b52a7b,user_e8630d97,tt0338013,shared,2024-08-20T15:13:29,mobile,1
3265,user_994a3467,tt0120591,watched,2023-08-14T05:37:48,TV,2027
e264a14f-d775-47c5-8a82-3d733f675f0b,user_2eddca63,tt1454468,clicked,2025-05-03T21:23:13,web,2
392,user_89a0dd31,tt0114814,watched,2023-11-04T09:46:15,TV,5659
