behavior_id,user_id,movie_id,action_type,timestamp,device_type,duration_sec
45,user_bc0d15f8,tt0816692,watched,2024-11-22T13:03:26,mobile,4836
46,user_8377aedb,tt0816692,watched,2024-11-21T07:52:30,web,4268
47,user_56d5ec49,tt0110912,watched,2024-12-11T07:51:34,TV,4132
48,user_13c8959b,tt0110912,watched,2023-10-18T20:00:35,web,6070
49,user_cd6069a6,tt0110912,watched,2024-07-30T04:31:15,web,863
50,user_c16f8e07,tt0110912,watched,2025-04-04T15:03:13,mobile,6704
51,user_fa18160d,tt0110912,watched,2023-07-11T01:21:25,mobile,2285
52,user_c993f17d,tt0133093,watched,2025-03-02T14:40:31,web,3487
53,user_2ab7ecee,tt0133093,watched,2024-01-08T23:11:23,web,3553
54,user_d02e5d6f,tt0133093,watched,2024-09-17T20:53:02,mobile,4684
55,user_c504aa54,tt0133093,watched,2023-08-05T03:09:30,web,1491
56,user_540cb105,tt0133093,watched,2024-09-01T23:15:14,web,5171
57,user_6b388927,tt0133093,watched,2025-05-13T22:47:37,mobile,4164
58,user_1997d96a,tt0133093,watched,2024-02-04T00:59:32,web,3089
59,user_a44eba37,tt0133093,watched,2024-06-16T19:57:41,TV,2784
60,user_fa7bb13d,tt0133093,watched,2024-05-30T14:42:32,mobile,591
61,user_2eddca63,tt0068646,watched,2023-09-05T18:32:31,mobile,6853
62,user_89a0dd31,tt0068646,watched,2024-04-05T10:56:09,TV,3056
63,user_15bef7a8,tt0068646,watched,2024-06-25T22:26:28,mobile,5271
64,user_c4161c23,tt0068646,watched,2024-10-13T05:32:51,mobile,4937
65,user_13c8959b,tt0068646,watched,2025-06-06T06:20:04,mobile,3907
66,user_f69fd4d6,tt0068646,watched,2024-12-31T13:19:09,web,962
67,user_751f0d15,tt0068646,watched,2024-02-07T07:09:37,web,6654
68,user_70e93c27,tt0068646,watched,2023-11-14T16:08:10,mobile,6192
69,user_b784bbe8,tt0068646,watched,2024-01-11T02:07:34,mobile,4827
70,user_54041c2d,tt0068646,watched,2024-07-25T18:36:55,TV,3185
71,user_fa7bb13d,tt0120737,watched,2025-04-22T03:42:24,web,800
72,user_fcf8186f,tt0120737,watched,2024-09-10T18:21:50,mobile,1610
73,user_994a3467,tt0120737,watched,2024-10-31T14:40:33,TV,2249
74,user_0b761540,tt0120737,watched,2024-06-13T21:42:49,TV,1771
75,user_f987098a,tt0120737,watched,2024-09-19T06:40:00,web,2199
76,user_1154ad2d,tt0167260,watched,2025-04-25T13:59:05,mobile,5026
77,user_15bef7a8,tt0167260,watched,2024-12-02T05:13:26,TV,1751
78,user_bc0d15f8,tt0167260,watched,2023-12-24T12:18:23,web,5589
79,user_940c6b75,tt0167260,watched,2024-12-04T00:15:22,mobile,2748
80,user_ced3b2a0,tt0167260,watched,2024-06-25T20:22:11,web,5552
81,user_e8630d97,tt0114369,watched,2025-04-24T01:44:47,web,3997
82,user_a98c1474,tt0114369,watched,2025-01-12T11:12:20,web,3037
83,user_4928a9d5,tt0114369,watched,2024-12-27T04:47:44,TV,2392
84,user_f69fd4d6,tt0114369,watched,2024-12-18T10:56:06,web,2827
85,user_86f18b94,tt0114369,watched,2024-04-22T15:12:37,TV,4324
86,user_2eddca63,tt1345836,watched,2025-03-16T01:22:00,web,7128
87,user_8fea2925,tt1345836,watched,2024-11-13T16:35:47,TV,1127
88,user_0796c9f1,tt1345836,watched,2024-02-24T06:33:12,mobile,4392
89,user_499fa2da,tt1345836,watched,2025-04-19T03:33:30,web,5615
90,user_d041d598,tt1345836,watched,2023-10-29T02:48:54,web,6191
91,user_ab3177f6,tt1345836,watched,2023-08-03T12:40:46,web,3458
92,user_0fcb63da,tt1345836,watched,2025-04-06T00:19:02,mobile,3084
93,user_c16f8e07,tt1345836,watched,2024-09-18T19:08:52,TV,3941
94,user_aebf7c47,tt0167261,watched,2024-11-09T18:29:40,TV,3795
95,user_77839a05,tt0167261,watched,2024-05-29T19:07:48,TV,3894
96,user_a394e6df,tt0167261,watched,2024-11-11T18:40:43,mobile,2445
97,user_499fa2da,tt0167261,watched,2023-12-24T03:29:50,mobile,3958
98,user_940c6b75,tt0167261,watched,2025-04-01T11:23:03,mobile,5870
99,user_a98c1474,tt0167261,watched,2024-02-03T11:37:33,mobile,1042
100,user_3ff68a84,tt0167261,watched,2025-03-26T03:54:31,TV,6172
101,user_ceface5e,tt0167261,watched,2024-11-23T00:12:47,mobile,1693
102,user_89a0dd31,tt0167261,watched,2025-06-14T02:47:26,web,4658
103,user_e8630d97,tt0167261,watched,2023-08-20T19:51:38,web,1912
104,user_70e93c27,tt0167261,watched,2025-04-15T18:07:46,TV,1668
105,user_5935b6f1,tt0167261,watched,2023-07-28T17:21:18,TV,6764
106,user_c16f8e07,tt0167261,watched,2023-07-18T07:14:47,mobile,3592
107,user_bc0d15f8,tt0167261,watched,2024-01-24T23:07:16,web,5357
108,user_2d7135f2,tt0167261,watched,2024-11-03T11:29:06,TV,4965
109,user_90ecf8fe,tt1853728,watched,2024-06-09T04:51:35,mobile,2173
110,user_bc0d15f8,tt1853728,watched,2023-09-24T23:03:24,TV,2072
111,user_ced3b2a0,tt1853728,watched,2023-10-03T10:30:59,mobile,660
112,user_96aacd7f,tt1853728,watched,2023-09-27T18:39:54,web,2218
113,user_aebf7c47,tt1853728,watched,2024-10-02T02:45:34,TV,5185
114,user_2235e665,tt1853728,watched,2024-12-25T14:07:26,mobile,3080
115,user_2385ca45,tt0172495,watched,2024-10-25T15:07:23,TV,4101
116,user_cd6069a6,tt0172495,watched,2024-08-15T15:08:04,web,368
117,user_738b6473,tt0172495,watched,2023-08-06T07:16:42,web,6891
118,user_19ead7ee,tt0172495,watched,2025-05-08T04:26:42,mobile,6450
119,user_8377aedb,tt0172495,watched,2024-06-30T09:33:51,web,564
120,user_65f945ff,tt0993846,watched,2025-01-20T06:08:28,mobile,3536
121,user_e3e6ce49,tt0993846,watched,2023-07-13T14:24:59,web,1650
122,user_e8630d97,tt0993846,watched,2024-06-26T23:48:13,web,2472
123,user_2d7135f2,tt0993846,watched,2024-02-06T11:33:59,web,1878
124,user_fcf8186f,tt0993846,watched,2025-05-15T09:16:39,web,5133
125,user_4928a9d5,tt0993846,watched,2024-10-02T09:18:31,mobile,3027
126,user_d041d598,tt0361748,watched,2024-07-02T18:03:21,mobile,1080
127,user_2f39413c,tt0361748,watched,2024-07-29T05:52:45,TV,2318
128,user_5a9afe40,tt0361748,watched,2025-02-21T01:48:12,TV,4549
129,user_d0cf19fe,tt0361748,watched,2024-08-10T09:12:02,mobile,1153
130,user_a394e6df,tt0361748,watched,2024-02-06T01:53:25,web,6978
131,user_339b1c50,tt0361748,watched,2024-10-02T09:52:53,mobile,7028
132,user_96aacd7f,tt0361748,watched,2024-03-12T14:02:35,mobile,2315
133,user_751f0d15,tt0361748,watched,2025-04-06T07:48:40,mobile,6643
134,user_540cb105,tt0361748,watched,2023-11-17T05:54:17,mobile,5384
135,user_fa7bb13d,tt0361748,watched,2023-10-31T21:21:31,TV,2278
136,user_c4161c23,tt0361748,watched,2023-09-26T09:08:57,mobile,2992
137,user_fad8c093,tt0361748,watched,2023-12-24T12:42:38,web,3494
138,user_940c6b75,tt0372784,watched,2025-05-22T05:37:33,TV,3742
139,user_1997d96a,tt0372784,watched,2024-11-08T01:04:10,web,2250
140,user_ced3b2a0,tt0372784,watched,2024-02-22T13:19:42,web,1750
141,user_946201e1,tt0372784,watched,2023-10-28T01:24:16,TV,4628
142,user_a394e6df,tt0372784,watched,2023-11-28T02:38:01,web,3435
143,user_d02e5d6f,tt0372784,watched,2023-07-05T12:01:06,web,6027
144,user_c67a35a0,tt0372784,watched,2024-01-24T22:32:42,web,2496
145,user_c4161c23,tt0372784,watched,2024-02-26T17:47:08,web,5722
146,user_eb6d6ef3,tt0372784,watched,2025-01-25T13:25:15,web,4025
147,user_86f18b94,tt0372784,watched,2025-05-17T07:44:35,mobile,2617
148,user_0b91efdc,tt0102926,watched,2023-11-11T07:42:30,mobile,6112
149,user_17b70d84,tt0102926,watched,2024-08-31T22:24:37,web,728
150,user_cd6069a6,tt0102926,watched,2025-04-20T06:54:49,web,4862
151,user_a394e6df,tt0102926,watched,2025-02-07T09:51:11,web,1912
152,user_1154ad2d,tt0102926,watched,2024-05-29T17:31:02,TV,4152
153,user_1d145964,tt0102926,watched,2024-03-07T18:22:10,mobile,659
154,user_0fcb63da,tt0102926,watched,2024-02-23T23:03:19,web,3212
155,user_f69fd4d6,tt0102926,watched,2024-01-13T11:02:42,TV,2404
156,user_e3e6ce49,tt7286456,watched,2024-08-15T07:57:47,TV,7164
157,user_a98c1474,tt7286456,watched,2023-11-16T02:06:18,web,5051
158,user_a7a9afdd,tt7286456,watched,2024-08-19T18:04:18,TV,658
159,user_940c6b75,tt0120815,watched,2025-02-03T06:31:09,TV,6033
160,user_42c9ec2d,tt0120815,watched,2023-09-23T16:49:35,TV,336
161,user_738b6473,tt0120815,watched,2025-05-14T16:00:40,web,2055
162,user_17b70d84,tt0120815,watched,2023-10-12T06:21:18,TV,6837
163,user_c4161c23,tt0120815,watched,2024-02-23T16:44:37,web,883
164,user_a7a9afdd,tt0120815,watched,2024-02-08T22:56:18,TV,1013
165,user_c16f8e07,tt1130884,watched,2024-01-02T09:16:39,mobile,3383
166,user_751f0d15,tt1130884,watched,2024-09-26T03:30:37,TV,1476
167,user_2d7135f2,tt1130884,watched,2024-09-11T10:39:37,mobile,3571
168,user_bc0d15f8,tt1130884,watched,2025-02-16T14:33:27,web,1093
169,user_2eddca63,tt1130884,watched,2025-02-03T22:15:05,web,5314
170,user_d02e5d6f,tt1130884,watched,2024-07-04T16:33:43,web,1500
171,user_339b1c50,tt1130884,watched,2025-02-18T00:38:13,web,1947
172,user_1997d96a,tt1130884,watched,2024-09-24T00:07:05,mobile,2243
173,user_c818bd1e,tt0108052,watched,2023-10-27T03:52:07,web,7142
174,user_2ab7ecee,tt0108052,watched,2024-02-16T21:12:05,mobile,1929
175,user_64d431b3,tt0108052,watched,2025-04-26T13:45:12,TV,1371
176,user_5935b6f1,tt0108052,watched,2024-03-31T14:41:47,mobile,6087
177,user_751f0d15,tt0108052,watched,2024-09-11T19:38:53,web,402
178,user_5b71ba3b,tt0108052,watched,2024-06-03T03:56:48,TV,5918
179,user_1d145964,tt0482571,watched,2023-12-31T16:04:30,web,3790
180,user_946201e1,tt0482571,watched,2025-02-14T03:52:21,mobile,6191
181,user_42c9ec2d,tt0482571,watched,2025-05-05T05:59:08,TV,5997
182,user_c67a35a0,tt0482571,watched,2024-05-23T01:34:02,TV,6451
183,user_2d7135f2,tt0482571,watched,2024-09-02T11:19:26,TV,7151
184,user_1154ad2d,tt0482571,watched,2024-01-15T18:16:55,mobile,4032
185,user_6b388927,tt0482571,watched,2023-12-22T06:30:04,web,4088
186,user_c4161c23,tt0482571,watched,2025-01-31T16:49:17,TV,1635
187,user_86f18b94,tt0076759,watched,2024-08-28T15:42:28,mobile,3116
188,user_2eddca63,tt0076759,watched,2024-06-16T14:45:00,mobile,3792
189,user_6e04d8d9,tt0076759,watched,2024-06-20T08:47:11,mobile,2955
190,user_19ead7ee,tt0076759,watched,2023-12-12T11:05:33,web,5555
191,user_a44eba37,tt0076759,watched,2023-11-12T05:55:57,mobile,2778
192,user_89a0dd31,tt0076759,watched,2023-09-11T14:58:33,TV,7142
193,user_751f0d15,tt0848228,watched,2025-05-26T12:59:54,mobile,2233
194,user_0b761540,tt0848228,watched,2025-03-23T22:01:57,web,1664
195,user_339b1c50,tt0848228,watched,2023-10-21T13:24:13,mobile,6668
196,user_04bb774b,tt0848228,watched,2024-07-27T15:38:43,TV,4708
197,user_6e04d8d9,tt0407887,watched,2024-12-06T00:14:11,mobile,986
198,user_0230cd16,tt0407887,watched,2024-01-31T23:49:48,web,1406
199,user_5b71ba3b,tt0407887,watched,2024-04-15T16:34:22,web,6878
200,user_d02e5d6f,tt0407887,watched,2025-06-18T20:53:07,TV,866
201,user_c818bd1e,tt0407887,watched,2025-05-08T12:55:21,mobile,2801
202,user_56d5ec49,tt0407887,watched,2025-04-19T23:20:46,mobile,501
203,user_b784bbe8,tt0407887,watched,2024-12-14T00:39:59,mobile,5449
204,user_a394e6df,tt0407887,watched,2024-03-03T05:13:41,TV,3288
205,user_c4161c23,tt0407887,watched,2023-08-26T14:52:21,web,1017
206,user_13c8959b,tt0120689,watched,2023-07-23T19:32:27,mobile,2326
207,user_86f18b94,tt0120689,watched,2025-06-26T16:21:24,TV,4866
208,user_b784bbe8,tt0120689,watched,2023-07-19T13:39:18,TV,619
209,user_bc0d15f8,tt0120689,watched,2024-03-25T02:01:08,mobile,5963
210,user_e8630d97,tt0120689,watched,2024-08-16T16:14:17,TV,1500
211,user_ced3b2a0,tt0120689,watched,2024-10-08T10:05:40,mobile,3208
212,user_64d431b3,tt0120689,watched,2024-12-07T01:32:45,web,5914
213,user_d02e5d6f,tt0120689,watched,2024-09-07T09:33:01,mobile,336
214,user_3ff68a84,tt0120689,watched,2025-04-21T18:28:17,TV,1266
215,user_2235e665,tt0080684,watched,2024-01-10T13:07:32,web,3990
216,user_86f18b94,tt0080684,watched,2024-07-04T17:08:09,web,5477
217,user_fcf8186f,tt0080684,watched,2024-11-27T05:54:02,web,3158
218,user_19ead7ee,tt0080684,watched,2024-04-25T02:32:45,mobile,2390
219,user_6b388927,tt0080684,watched,2024-09-16T04:04:41,web,5256
220,user_89a0dd31,tt0080684,watched,2025-02-02T11:41:04,TV,4059
221,user_f69fd4d6,tt0080684,watched,2024-08-24T08:32:53,TV,2430
222,user_a394e6df,tt0080684,watched,2024-07-05T01:38:37,TV,2617
223,user_aebf7c47,tt0080684,watched,2023-12-16T15:47:05,TV,3764
224,user_2d7135f2,tt0080684,watched,2024-05-12T09:53:57,mobile,2950
225,user_c16f8e07,tt0080684,watched,2024-04-22T04:02:39,web,2098
226,user_940c6b75,tt0080684,watched,2024-11-10T13:55:55,mobile,2649
227,user_6e04d8d9,tt0080684,watched,2023-12-24T20:36:12,web,1345
228,user_64d431b3,tt0080684,watched,2024-05-13T11:16:58,mobile,6086
229,user_0882a54e,tt0071562,watched,2023-10-06T00:48:33,web,6333
230,user_89a0dd31,tt0071562,watched,2024-10-20T17:21:12,web,2467
231,user_c4161c23,tt0071562,watched,2024-07-09T13:46:25,mobile,2862
232,user_a5530e97,tt0071562,watched,2023-12-07T23:40:03,web,6470
233,user_0230cd16,tt0071562,watched,2024-04-08T14:49:31,mobile,6564
234,user_339b1c50,tt0071562,watched,2024-08-11T17:50:23,mobile,4646
235,user_90ecf8fe,tt0071562,watched,2025-03-25T19:58:06,mobile,1659
236,user_b784bbe8,tt0071562,watched,2025-03-08T06:31:00,TV,4095
237,user_2d7135f2,tt0071562,watched,2023-10-21T08:12:49,web,7095
238,user_ced3b2a0,tt0071562,watched,2024-01-18T12:05:38,mobile,3143
239,user_0b91efdc,tt0071562,watched,2023-12-12T23:42:24,mobile,6900
240,user_4928a9d5,tt0071562,watched,2024-11-20T20:36:32,TV,5501
241,user_c504aa54,tt0499549,watched,2024-10-21T11:56:27,TV,3197
242,user_19ead7ee,tt0499549,watched,2025-05-16T16:22:36,mobile,1090
243,user_f987098a,tt0499549,watched,2023-09-03T09:25:32,web,528
244,user_fad8c093,tt0499549,watched,2024-02-07T04:45:25,mobile,6202
245,user_c67a35a0,tt0499549,watched,2024-08-13T17:01:43,mobile,757
246,user_89a0dd31,tt0499549,watched,2023-07-16T09:12:07,mobile,1323
247,user_a7a9afdd,tt0499549,watched,2024-05-12T00:12:17,mobile,3627
248,user_04bb774b,tt0499549,watched,2024-02-18T04:06:02,web,959
249,user_aebf7c47,tt0499549,watched,2025-06-09T11:47:39,web,4109
250,user_c16f8e07,tt0499549,watched,2024-10-07T08:44:42,web,674
251,user_63dd025e,tt0499549,watched,2025-06-25T04:02:09,mobile,2992
252,user_a394e6df,tt0499549,watched,2024-11-13T19:30:18,TV,3367
253,user_8fea2925,tt0088763,watched,2024-03-29T00:28:59,web,991
254,user_c16f8e07,tt0088763,watched,2024-12-09T16:50:01,mobile,1961
255,user_8be6b0ed,tt0088763,watched,2024-11-17T03:51:19,mobile,2835
256,user_40d475ed,tt0088763,watched,2024-02-21T07:04:58,web,6176
257,user_a7a9afdd,tt0088763,watched,2024-08-29T03:23:00,web,2008
258,user_17b70d84,tt0088763,watched,2023-11-06T08:47:59,web,3146
259,user_c16f8e07,tt0209144,watched,2024-01-22T03:38:41,web,6083
260,user_751f0d15,tt0209144,watched,2024-12-02T12:59:19,web,1906
261,user_06cb6a2a,tt0209144,watched,2025-06-14T20:10:32,mobile,4061
262,user_ceface5e,tt0209144,watched,2023-08-18T04:11:49,mobile,2494
263,user_19ead7ee,tt0209144,watched,2023-12-10T18:29:33,mobile,6125
264,user_a98c1474,tt0209144,watched,2025-06-06T11:57:41,web,6233
265,user_e8630d97,tt0209144,watched,2025-03-06T00:24:39,TV,3172
266,user_15bef7a8,tt0209144,watched,2024-03-18T00:43:32,web,3304
267,user_40d475ed,tt0209144,watched,2023-11-28T20:08:18,TV,4909
268,user_2d7135f2,tt0209144,watched,2023-07-22T00:26:49,TV,4057
269,user_8cc1b678,tt0209144,watched,2024-05-21T19:14:50,TV,4489
270,user_2385ca45,tt4154796,watched,2025-04-07T18:48:01,mobile,2833
271,user_89a0dd31,tt4154796,watched,2025-06-04T15:36:35,TV,3852
272,user_96aacd7f,tt4154796,watched,2023-10-28T17:12:56,TV,1760
273,user_28b30d40,tt4154796,watched,2024-11-20T19:49:05,web,5504
274,user_fa18160d,tt4154796,watched,2025-02-26T08:37:17,web,6923
275,user_6b388927,tt4154796,watched,2024-06-07T10:01:04,web,6724
276,user_946201e1,tt4154796,watched,2023-11-08T11:50:10,mobile,4561
277,user_1d145964,tt4154796,watched,2025-01-21T03:50:57,mobile,1114
278,user_fad8c093,tt4154796,watched,2024-07-30T05:41:21,mobile,2051
279,user_eb6d6ef3,tt4154796,watched,2024-02-13T10:45:14,web,4130
280,user_a7a9afdd,tt4154796,watched,2025-03-15T23:00:42,web,4175
281,user_54041c2d,tt4154796,watched,2024-07-22T04:47:17,web,2392
282,user_32308234,tt0120338,watched,2024-03-15T10:58:41,TV,1300
283,user_bc0d15f8,tt0120338,watched,2023-12-03T21:06:02,mobile,925
284,user_c67a35a0,tt0120338,watched,2025-02-18T07:33:19,mobile,1745
285,user_540cb105,tt0120338,watched,2023-10-29T18:15:41,web,993
286,user_d02e5d6f,tt0120338,watched,2024-04-28T16:15:56,TV,5404
287,user_c818bd1e,tt0099685,watched,2024-10-30T12:30:08,mobile,3729
288,user_e8630d97,tt0099685,watched,2024-11-05T03:38:12,mobile,430
289,user_c67a35a0,tt0099685,watched,2024-03-04T09:26:23,TV,2024
290,user_70e93c27,tt2015381,watched,2024-01-03T11:11:52,web,5529
291,user_89a0dd31,tt2015381,watched,2025-06-09T09:47:50,web,6778
292,user_cd6069a6,tt2015381,watched,2024-07-12T05:33:41,web,3276
293,user_540cb105,tt2015381,watched,2024-04-06T07:31:00,mobile,4365
294,user_a44eba37,tt2015381,watched,2025-02-23T00:43:37,mobile,6076
295,user_04bb774b,tt2015381,watched,2023-08-30T04:53:04,mobile,6000
296,user_fa18160d,tt2015381,watched,2024-04-18T02:14:29,mobile,1878
297,user_0fcb63da,tt2015381,watched,2024-04-08T23:39:24,web,3594
298,user_ced3b2a0,tt2015381,watched,2023-10-08T07:16:07,mobile,6385
299,user_c504aa54,tt0110413,watched,2024-12-01T02:13:37,web,3700
300,user_19ead7ee,tt0110413,watched,2024-09-12T05:48:31,mobile,1990
301,user_bc0d15f8,tt0110413,watched,2023-10-12T02:23:06,web,2750
302,user_c818bd1e,tt0110413,watched,2024-12-26T05:09:28,mobile,6575
303,user_2d7135f2,tt0110413,watched,2023-12-19T08:25:01,web,3304
304,user_0b91efdc,tt0110413,watched,2024-06-20T20:59:04,TV,5549
305,user_c4161c23,tt0110413,watched,2024-01-13T20:30:02,mobile,6627
306,user_96aacd7f,tt0110413,watched,2023-11-24T01:20:05,web,5722
307,user_2eddca63,tt4154756,watched,2024-12-20T17:04:53,web,5890
308,user_42c9ec2d,tt4154756,watched,2024-03-04T03:38:13,mobile,695
309,user_56d5ec49,tt4154756,watched,2023-08-01T23:15:50,mobile,3245
310,user_19ead7ee,tt4154756,watched,2024-08-03T05:07:51,mobile,1043
311,user_751f0d15,tt4154756,watched,2025-01-01T17:24:29,mobile,1383
312,user_65f945ff,tt0120382,watched,2024-12-18T02:07:30,web,2208
313,user_1154ad2d,tt0120382,watched,2023-11-24T03:43:43,web,5124
314,user_15bef7a8,tt0120382,watched,2024-08-03T09:01:36,web,2542
315,user_d02e5d6f,tt0325980,watched,2024-07-12T22:52:31,mobile,6304
316,user_f987098a,tt0325980,watched,2024-01-08T06:27:31,mobile,2070
317,user_c818bd1e,tt0325980,watched,2024-02-13T15:14:11,mobile,1893
318,user_cd6069a6,tt0325980,watched,2025-05-11T02:11:25,TV,6058
319,user_2eddca63,tt0325980,watched,2023-08-15T05:52:22,TV,4991
320,user_2385ca45,tt0325980,watched,2024-01-31T10:25:48,web,351
321,user_ced3b2a0,tt0325980,watched,2024-09-04T14:40:33,web,4688
322,user_58118477,tt0325980,watched,2024-07-09T04:13:48,mobile,2923
323,user_2ab7ecee,tt0325980,watched,2024-07-29T19:35:28,web,7161
324,user_54041c2d,tt0325980,watched,2023-07-14T08:55:39,mobile,4009
325,user_946201e1,tt0910970,watched,2024-03-12T09:58:43,mobile,2973
326,user_cd6069a6,tt0910970,watched,2023-08-05T22:46:43,mobile,1740
327,user_7c41ceb8,tt0910970,watched,2023-07-19T15:02:51,web,1501
328,user_a394e6df,tt0910970,watched,2024-03-11T13:18:53,TV,5777
329,user_2eddca63,tt0910970,watched,2024-04-08T23:40:49,mobile,2808
330,user_89a0dd31,tt0910970,watched,2024-12-13T09:51:03,mobile,5065
331,user_0b761540,tt0910970,watched,2023-07-17T18:07:22,mobile,2401
332,user_96aacd7f,tt0266697,watched,2025-06-05T19:14:35,mobile,3844
333,user_fad8c093,tt0266697,watched,2024-06-14T10:41:07,TV,4496
334,user_c818bd1e,tt0266697,watched,2024-04-18T12:37:50,web,3946
335,user_940c6b75,tt0266697,watched,2024-08-16T16:19:11,mobile,1437
336,user_540cb105,tt0266697,watched,2024-04-20T09:15:59,web,1269
337,user_fa510c35,tt0266697,watched,2023-11-23T14:01:32,mobile,5236
338,user_c16f8e07,tt0266697,watched,2025-03-15T17:32:32,mobile,1539
339,user_bc0d15f8,tt0266697,watched,2024-04-11T02:38:23,mobile,3962
340,user_19ead7ee,tt0266697,watched,2025-05-14T22:38:55,mobile,5347
341,user_7c4e754f,tt0169547,watched,2023-07-19T04:27:20,web,5899
342,user_8be6b0ed,tt0169547,watched,2023-10-14T17:17:19,TV,3839
343,user_0796c9f1,tt0169547,watched,2024-09-23T11:20:05,mobile,2850
344,user_aebf7c47,tt0169547,watched,2024-05-08T17:17:46,web,4394
345,user_77839a05,tt0169547,watched,2024-06-07T04:24:11,web,7011
346,user_ceface5e,tt0169547,watched,2024-11-16T10:19:01,mobile,5663
347,user_a98c1474,tt0169547,watched,2023-11-22T21:06:06,TV,6257
348,user_bc0d15f8,tt0169547,watched,2025-05-06T07:45:36,mobile,4578
349,user_d02e5d6f,tt0169547,watched,2023-12-19T02:53:04,web,3560
350,user_c16f8e07,tt0103064,watched,2024-03-17T23:19:45,web,2846
351,user_1d145964,tt0103064,watched,2024-04-29T08:53:17,mobile,5461
352,user_2f39413c,tt0103064,watched,2023-09-14T02:01:41,TV,4349
353,user_a7a9afdd,tt0103064,watched,2023-08-14T12:53:39,TV,3565
354,user_0230cd16,tt0103064,watched,2023-11-09T13:23:37,TV,2146
355,user_bc0d15f8,tt0103064,watched,2024-02-24T12:05:23,TV,2381
356,user_04bb774b,tt0103064,watched,2024-04-03T12:51:04,mobile,4813
357,user_89a0dd31,tt0103064,watched,2024-05-14T08:23:22,TV,2853
358,user_c504aa54,tt0103064,watched,2024-04-26T22:43:55,web,4351
359,user_32308234,tt0120586,watched,2024-05-13T21:48:28,TV,6721
360,user_a394e6df,tt0120586,watched,2024-07-05T14:18:22,web,2226
361,user_b784bbe8,tt0120586,watched,2025-04-15T15:46:54,mobile,6244
